id,代数,次数,三维1,三维2,三维3,重量,价格
174344,20,0,1.5,1.2,1.5,0,2
142090,17,0,1.7,1.8,1.1,0,2
174858,16,0,1.7,1.8,1.7,0,2
113674,19,0,1.7,1.3,1.4,0,2
51722,20,3,1.5,1.5,1.3,2.28,2
69899,17,0,1.1,1,1,0,2
156683,13,0,1.3,1.5,1.5,0,2
109323,15,0,1.8,1.1,1.1,0,2
177164,25,0,1.3,1.2,1.6,0,2
142349,16,0,1.1,1.3,1,0,2
84749,18,0,1.3,1.9,1.7,0,2
62989,15,2,1.4,1,1.8,0,2
134158,17,0,1.1,1.3,1.1,0,2
12559,18,3,1.7,1.34,1.01,1.92,2
176655,25,0,1.2,1.7,1.6,0,2
115727,17,0,1.5,1,1.8,0,2
30480,17,1,1.7,1.1,1.6,2.22,2
96784,16,0,1.3,1.5,1.5,0,2
163600,16,0,1.6,1.7,1.1,0,2
154897,18,0,1.3,1.5,1.3,0,2
93201,24,1,1,1.1,1.8,0,2
169745,16,0,1.2,1.5,1.1,0,2
114193,15,0,1.1,1.9,1.7,0,2
85778,18,0,1.4,1.5,1,0,2
31250,15,0,1,1.3,1.1,0,2
163602,16,0,1.2,1,1.9,0,2
106770,19,1,1.5,1.7,1.9,0,2
62738,18,0,1.7,1.2,1.6,0,2
71187,18,0,1.2,1.4,1,0,2
86804,18,0,1,1.1,1.5,0,2
172308,22,0,1.9,1.2,1,0,2
176916,25,0,1.2,1.3,1.8,0,2
78613,20,2,1.8,1.2,1.2,0,2
133910,18,0,1.3,1.6,1.1,0,2
44054,17,1,1.1,1.5,1.1,0,2
123926,19,0,1.9,1.1,1.1,0,2
88343,17,0,1,1,1.3,0,2
164375,16,0,1.3,1.2,1.3,0,2
104727,16,0,1.8,1.6,1.2,0,2
87320,17,1,1.2,1.1,1.1,0,2
155672,16,1,1.2,1,1.2,0,2
87833,17,0,1.3,1.6,1.4,0,2
163609,18,0,1.7,1.8,1.3,0,2
99354,18,0,1.9,1.7,1.2,0,2
107034,16,0,1.9,1.1,1.7,0,2
122394,16,0,1.6,1.4,1.2,0,2
177435,19,0,1.2,1.5,1.1,0,2
81180,17,0,1.6,1.5,1.3,0,2
32284,16,1,1,1.9,1.2,4.32,2
43804,20,2,1.1,1.9,1.6,0.48,2
109340,18,0,1.8,1.3,1.1,0,2
171293,18,0,1,1.5,1.3,0,2
175389,15,0,1.2,1.8,1.4,0,2
125213,18,1,1,1.3,1.8,0,2
165918,16,1,1.5,1.2,1.1,0,2
67103,15,0,1.1,1,1.2,0,2
86815,14,1,1.4,1.2,1.7,0,2
148768,19,1,1.3,1.2,1.3,0,2
123680,16,0,1.6,1.7,1.9,0,2
124192,18,0,1.7,1.8,1.5,0,2
162593,17,0,1.1,1.6,1.9,0,2
173857,16,0,1.5,1.1,1.5,0,2
47649,15,2,1.4,1.5,1.45,2.07,2
97058,17,0,1.6,1.7,1.3,0,2
143652,16,0,1.9,1.4,1.5,0,2
72229,18,0,1.3,1.4,1.7,0,2
85285,18,0,1.6,1.3,1.5,0,2
86565,18,0,1.1,1.5,1.3,0,2
101925,17,0,1.4,1.2,1.6,0,2
175141,14,0,1.7,1.8,1.3,0,2
175141,14,0,1.7,1.8,1.3,0,2
138278,16,0,1.9,1.5,1.5,0,2
174630,20,0,1.1,1.7,1.6,0,2
114982,16,0,1.6,1.1,1.7,0,2
84007,19,0,1.4,1.5,1,0,2
168231,34,0,1.3,1.3,1.4,0,2
105767,14,0,1.6,1.6,1.4,0,2
119335,18,0,1.6,1.8,1.2,0,2
173864,16,0,1,1.8,1.6,0,2
123176,16,0,1.8,1.7,1.3,0,2
135977,16,0,1.4,1.4,1.7,0,2
136745,24,1,1.2,1.6,1.9,0,2
96553,19,0,1.1,1.9,1.7,0,2
108329,16,0,1.2,1.4,1.5,0,2
164394,15,0,1.2,1.6,1.8,0,2
102698,15,1,1.5,1.6,1.4,0,2
149547,19,1,1.2,1,1.5,0,2
21803,16,1,1.6,1.5,1,0,2
97323,20,3,1.7,1.7,1.2,0,2
63531,16,0,1.3,1,1,0,2
68652,19,2,1.2,1.7,1.1,0,2
122925,16,0,1.5,1,1,0,2
133934,18,0,1.8,1.8,1,0,2
175918,16,0,1.2,1,1.8,0,2
128558,17,0,1.8,1.2,1.1,0,2
82225,18,0,1.4,1,1.5,0,2
103473,16,0,1.2,1.1,1.4,0,2
104753,19,0,1.9,1.4,1.2,0,2
173617,22,0,1.5,1.1,1.7,0,2
31026,13,0,1.6,1.6,1.2,0,2
103474,18,0,1.5,1.7,1.5,0,2
44594,16,0,1.8,1.1,1.2,0,2
156979,18,0,1.4,1.3,1.8,3.02,2
29235,19,2,1.3,1.7,1.8,2.98,2
43828,19,5,1,1.7,1.9,0,2
95029,17,0,1.7,1.6,1,0,2
164405,15,0,1.1,1.7,1.7,0,2
103733,18,0,1.5,1.2,1.4,0,2
108597,16,0,1.7,1.1,1.9,0,2
133942,18,0,1,1.7,1.6,0,2
87862,16,0,1.8,1.3,1.3,0,2
95286,17,0,1.6,1.1,1.3,0,2
176694,25,0,1,1.3,1.8,0,2
174647,22,0,1,1.1,1.3,0,2
139576,15,0,1.2,1,1.2,0,2
171832,34,0,1.2,1,1.8,0,2
73017,18,0,1.2,1.8,1.6,0,2
95289,17,0,1.9,1.1,1.5,0,2
96313,18,0,1,1.1,1.5,0,2
174137,38,0,1,1.9,1.3,0,2
112185,26,1,1.8,1.8,1.2,0,2
177977,16,0,1.9,1.2,1.7,0,2
100154,18,0,1.2,1.5,1.4,0,2
71483,18,0,1.5,1.4,1.5,0,2
71739,18,0,1.4,1.8,1.6,0,2
44859,17,2,1.2,1,1.2,0,2
86076,18,0,1,1.2,1.7,0,2
80958,15,0,1.2,1.4,1.2,0,2
170046,14,0,1.3,1.7,1.8,0,2
