id,代数,次数,三维1,三维2,三维3,重量,价格
5121,14,0,1.4,1.4,1.4,23.29,38.88
5128,10,4,2,1.2,1.4,20.09,88.88
5144,11,5,2.96,2.96,2.96,98.72,1000
5145,4,6,1.65,1.66,2.16,60,588
5154,5,0,2.4,1.8,1.1,33.21,220
5163,10,0,1,1.85,1.9,6.55,30
5166,9,4,1.4,1.3,1,0,19.89
5169,5,12,2.31,1.8,2.2,64.2,488
5175,5,9,2,1.56,1.61,65.16,1999
5183,10,2,2.3,1.4,1.75,47.51,58
5186,5,10,2.4,1.85,1.75,48.18,399.01
5193,8,0,1.9,1.45,1.1,8.59,88
5203,5,10,2.86,1.66,2.71,130.97,1899
5205,5,11,1.95,1.9,1.9,55.91,399
5212,9,0,1.2,1.5,1.3,0,99
5214,5,11,2.27,2.26,1.8,66.06,280
5217,2,13,1.8,1.91,2.15,54.33,1389.08
5219,5,6,1.65,1.2,1.2,4.57,135
5223,10,4,1.65,1.6,1.05,44.66,32
5227,10,0,1.8,1.3,1.8,21.76,50
5245,5,11,2.36,2.06,2.36,60.21,555
5248,5,7,1.76,2.46,3.31,40.4,590
5249,10,2,2.16,1.81,2.16,62.31,199
5250,10,1,2.4,2.4,2.1,43.98,68
5252,2,14,1.82,1.72,1.72,51.55,999
5257,5,6,1.25,1.2,1.25,3.36,145
5264,11,2,1.86,2.11,2.26,57.23,199
5266,10,3,2.51,1.86,1.65,31.08,55
5279,10,1,1.2,1.55,1.6,3.67,14.99
5291,9,0,1.6,1.4,1.3,4.89,58
5294,5,9,1,1.61,2.01,32.94,225
5300,2,11,2.03,2.01,2.27,56.89,1666
5315,9,0,1.65,1.3,1.4,2.3,60
5331,15,1,2.21,2.01,1.85,55.97,88
5342,5,10,1,1.4,1.3,1.53,70
5345,5,11,2.23,2.22,2.17,53.08,450
5348,8,1,1.3,1.6,1.1,0,50
5350,2,13,1.35,2.47,1.75,45.23,1099
5370,5,7,1.5,2.51,1.51,39.08,188
5376,5,12,1.45,2.01,2.06,51.56,666
5378,10,1,2.12,1.05,1.35,10.18,25
5380,8,5,1.1,1,2.11,6.77,30
5384,5,9,1.05,1.3,1.1,1.7,155
5386,5,9,2.21,2.56,1.5,19.19,258
5395,5,10,2.42,1.42,2.62,89.64,3888
5398,5,4,1.1,1.4,1.1,0,95
5399,5,0,2.25,1.6,1.9,51.09,900
5404,4,12,1.97,1,1.21,59.96,400
5415,10,3,1.5,1.55,1.7,2.31,10
5422,2,12,1.72,1.31,1.72,80.17,2888.89
5425,5,0,2.36,2.36,2.26,78.1,1589
5432,3,0,1.91,1.95,1.91,75.44,2800
5434,9,10,2.47,2.05,2.02,100.37,499
5438,5,10,1.31,1.35,2.32,33.17,220
5441,2,10,1.92,1.92,1.21,51.5,1499
5442,11,6,1.25,1.65,1.85,9.5,25
5445,4,11,2.02,2.02,1.36,60.14,335
5450,5,8,1.9,1.4,2.11,60.45,489.55
5455,5,5,1.4,1.7,1,0,90.5
5467,4,12,2.86,2.01,1.2,36.87,399
5474,5,5,1.3,1.1,1.3,0,90.84
5478,14,0,1.4,1.1,1.9,0,30
5483,5,6,2.17,2.52,1.61,74.44,500
5484,5,10,1.81,1.4,1.55,32.46,218
5494,5,11,2.33,2.32,1.65,61.15,666
5498,5,11,2.42,2.77,1.41,75.69,366
5500,5,6,1.89,1.89,2.14,55.06,358
5507,5,9,2.64,1.43,1.66,46.33,188
5524,10,0,2.81,1,1.76,96.5,588
5528,5,9,1,1.4,2.61,26.87,260
5537,9,8,2.07,1.41,1.81,46.28,158.86
5539,5,9,1.1,1.3,1.2,2.81,70
5548,6,8,2.88,2.25,2.23,87.08,799.66
5563,15,0,1.96,1.2,1.96,43.64,158
5566,5,0,2.08,1.57,2.08,34.88,350
5568,5,3,1.77,2.51,1.77,52.51,488
5570,10,0,1.5,1.4,1,0,38
5574,4,11,1.62,1.67,1.57,26.21,349.99
5575,5,9,1.2,1.8,1.26,6.41,100
5576,5,12,2.72,1.62,1.17,99.21,1555
5593,5,4,2.67,2.67,1.26,51.1,399
5603,5,7,2.02,2.68,2.02,59.79,420
5615,5,11,1.91,1.6,1.36,52.84,148
5620,5,6,1.3,1.6,1.36,2.03,260
5624,5,8,2.36,2.24,1.88,64.06,555
5643,5,4,1.1,1.8,1.5,0,95
5645,5,10,2.13,2.13,1.81,43.11,249
5653,2,14,1.86,1.86,1.67,48.35,1199.99
5657,5,10,1.6,1.94,1.91,29.16,200
5659,5,11,1.86,1.86,2.07,66.08,420
5668,8,8,1.23,1.9,2.06,16.42,66
5684,2,14,2.03,2.45,2.03,68.61,6666
5685,8,5,1.77,2.26,2.03,41.78,99
5691,5,10,2.04,2.03,1.97,55.15,279
5691,5,10,2.04,2.03,1.97,55.15,279
5700,4,11,2.27,1.46,1.5,32.2,365
5714,5,4,1.1,1.1,1.2,0,95.8
5720,5,10,1.81,2.11,1.76,57.63,488
5728,5,11,2.07,2.53,2.47,67.46,700
5730,5,1,2.2,1.57,1.17,44.83,249
5735,5,10,1.06,1.66,1.4,5.75,70
5738,5,8,1.97,1.17,1.97,36.16,260
5741,15,0,1.6,1.1,1.4,4.12,10
5763,10,1,1.16,1.96,1.92,49.58,80
5775,3,7,3,1.77,1.97,77.36,1999
5792,5,9,1.3,1.86,1.22,49.95,299
5793,5,7,1.8,1.86,1,41.5,99
5797,5,8,1.56,2.02,1.57,45.17,258
5798,5,10,1.77,1.92,1.86,34.89,240
5817,5,10,2.22,1.26,1.56,52.2,288
5822,10,0,1.3,1,1.7,3.36,10
5827,2,11,1.76,1.76,1.5,67.92,1299.99
5837,10,1,1.4,1.52,2.42,49.94,199.9
5845,5,1,2.23,2.23,2.69,73.74,1800
5846,5,11,1.82,1.86,1.58,46.91,220
5848,9,6,1.68,2.39,1.6,34.2,100
5853,10,0,1.26,1.92,1.8,12.65,30
5855,4,2,1.82,1.79,2.45,67.38,799
5860,5,11,1.42,2.91,2.38,43.45,488
5868,10,0,1.46,2.02,2.02,15.73,38
5871,5,11,1.99,1.56,2.01,53.89,885
5877,5,9,1.4,2.24,2.12,41.99,667
5880,39,1,1.9,1.7,1.2,0,20
5882,16,0,1.6,1.7,1.1,0,5
5891,5,1,1.2,1.1,1.1,0,145
5904,5,0,2.44,1.4,1.4,61.01,500
5905,5,11,1.46,1.82,1.82,38.42,266
5909,2,13,1.12,1.12,2.14,35.75,1588
5921,5,11,1.46,2.32,1.46,21.85,198
5923,5,9,1.78,1.76,2.34,78.52,499.99
5925,5,7,1.78,1.22,1.78,25.21,123
5926,5,2,1.7,2.36,2.06,54.65,368
5927,5,10,1.86,1.9,1.32,44.8,99.21
5932,5,11,1.94,1.68,2.96,47.39,666
5933,5,11,2.64,1.9,1.46,57.2,257.77
5937,5,4,1.3,1.4,1.1,0,95.11
5944,5,5,1.2,1.1,1.2,0,90.28
5957,5,9,1.1,1.78,1.42,22.14,188
5958,5,12,1.52,1.96,1.5,40.46,150
5960,5,9,2.16,2.16,2.16,65.58,1200
5968,5,10,2.3,2.36,2.3,32.57,599.78
5977,5,8,1.46,1.68,1.1,19.55,199
5979,5,10,1.26,2.22,2.08,35.46,200
5985,5,4,1.24,2.26,1.64,24.76,79.99
5986,5,9,1.26,2.34,1.96,28.88,255
5992,5,7,2.12,2.14,2.12,49.48,437.09
5997,5,11,2.74,1.46,1.46,80.45,579.66
5999,5,4,1.3,1.5,1.3,0,95.16
6003,5,8,2.34,1.52,2.24,41.51,1100
6010,5,9,1.62,2.64,2.64,48.48,388
6012,5,6,2.24,1.58,2.24,35.53,688
7746,9,4,1.4,1.3,1,0,6.9
6027,10,2,1.96,2.16,1.2,18.46,23.66
7944,9,3,1,1.7,1.1,4.79,9
6032,5,8,1.26,1.5,1.3,2.21,135
6033,5,8,2.06,1.82,1.44,66.25,500
6049,10,0,1.32,1.76,1.76,22.3,40
6060,5,6,2.18,2.22,1.4,49.99,500
6068,5,11,3.12,1.64,1.72,93.75,999
6069,5,3,2.08,1.62,2.08,65.11,699.58
6087,5,12,2.57,2.59,1.84,94.36,688
6095,10,0,2.02,2.02,1.87,80.71,280
6097,5,11,1.92,1.9,1.26,20.41,120
6106,5,9,1.2,2.38,1.3,31.86,188.88
6108,10,0,1.96,1,2.82,59,288
6110,9,0,1.66,1.66,1.92,18.75,60
6118,4,12,2.72,2.06,1.7,66.51,999
6124,5,6,1.6,2.34,2.34,29.72,499.99
6140,4,10,1.62,1.8,1.68,55.94,399
6141,2,13,1.83,1.83,1.83,53.07,4888.69
6142,5,0,1.96,1.7,2.06,61.76,900
6154,5,0,1.5,2.36,2.52,24.69,499
6164,5,11,1.36,1.6,2.06,54.48,299
6166,21,1,1,1.5,1.3,2.62,366
6172,5,3,2.21,2.25,2.35,64.99,600
6176,14,4,1.62,1.66,2.52,27.19,5
6179,6,10,1.46,1.52,2.29,45.71,168
6190,9,0,1.5,1,1.3,5.79,29.89
6192,9,0,1.6,1.5,2.26,14.78,128
6198,7,8,1.06,2.06,1.06,12.96,55
6208,2,13,1.66,1.26,2.29,54.1,999
6213,5,7,1.92,1.66,2.35,64.22,388
6249,10,1,1.29,1.66,2.55,31.44,66.66
6268,10,0,1.56,1.2,1.1,3.41,20
6283,5,10,1.4,1.93,1.4,33.48,166
6291,9,7,1.4,1.2,1,0,19.89
6295,9,1,1.83,1.86,1.93,57.87,118
6297,2,12,1.43,2.45,2.59,54.31,1588
6313,5,9,2.19,1.73,1.73,70.35,555.55
6325,3,12,1.86,1.86,2.33,67.99,1499
6342,10,0,1.55,1.63,2.09,24.97,25
6360,8,0,1,1.6,1.8,3.64,80
6371,5,6,2.23,2.63,2.63,84.19,766
6375,19,0,1.1,1.2,1.1,0,2.8
6381,5,10,1.6,1.06,1.4,3.64,150
6391,5,2,1.4,1.1,1,0,151
6400,5,7,1.43,1.66,1.83,25.68,220
6408,10,2,2.19,1.1,2.26,57.27,166.99
6411,4,13,2.22,1.06,1.88,92.75,1688
6422,14,5,1.9,2.59,1.5,41.52,99
6425,9,1,1.3,1.6,1.7,2.14,36
6433,5,7,1.83,1.56,1.56,13.31,119.99
6436,4,11,1.83,1.79,1.82,75.36,1199
6442,10,2,1.8,1.46,1.5,9.4,28
6452,3,9,1.83,2.43,1.83,58.91,1650
6468,5,1,2.49,1.4,2.79,77.02,1000
6472,14,3,1.5,2.36,2.53,48.8,100
6473,15,1,1.1,1.8,1.6,8.02,8
6476,5,1,1.2,1.7,1.3,4.38,150
6483,4,11,2.39,1.7,1.56,66.69,588
6487,13,2,1.5,1.1,1.1,0,8.88
6491,12,1,1.76,1.76,2.03,25.43,18
6497,5,0,1.9,1.7,1.16,25.64,138
6516,8,9,2.2,2.2,2,87.06,999
6521,8,6,1.1,1.5,1.5,0,42
6530,4,8,2.13,1.83,2.13,97.97,1288
6532,4,11,1.9,2.13,1.07,35.29,220
6534,5,7,2.43,1.83,1.5,70.23,339
6536,2,13,1.57,1.63,1.63,59.53,1488.88
6558,9,1,1.7,1.9,1.3,28.73,30
6564,9,0,2.6,1.63,1.77,59.51,250
6575,9,0,1.33,1.33,1.9,20.96,366
6576,5,4,1.96,1.93,2.39,53.75,500
6595,5,6,2.26,1.27,1.83,61.8,333
6598,18,5,3.03,1.9,1.87,84.98,70
6602,13,1,1.83,1.2,1.8,18.38,55
6604,7,1,1.73,1,1.77,68.79,1888
6620,5,12,1.56,1.2,1.56,36.01,188.88
6653,9,0,2,2.03,1.97,49.21,150
6655,5,10,1.8,1.7,1.27,60.88,300
6661,5,11,2.63,1.77,2.63,65.55,1358
6668,4,12,2.1,2.13,2.1,62.65,1666
6672,2,13,2.1,2.1,2.13,46,1688
6677,9,8,1.9,1.77,2.07,70.97,288.88
6681,10,3,1.97,1.97,2.4,50.3,100
6692,5,2,1.3,1.67,1.1,20.38,170
6700,7,0,1.3,1.7,1,0,84
6705,9,1,1,1.7,1.3,2.67,18
6707,5,6,2.07,1.97,1.5,38.54,200
6728,5,8,1.63,2.27,1.63,45.23,240
8951,9,0,1.6,1,1.2,0,9.99
6731,20,2,1.6,1.77,1.5,6.43,7
6739,5,4,1.6,1,1.4,0,95.48
6742,5,8,1.67,2.33,1.67,31.8,180
6755,4,9,1.74,1.97,1.97,77.9,899.99
6764,2,13,1.3,1.3,2.07,42.56,1399
6768,9,0,1.74,1.54,1.2,29.25,188
6779,10,1,1.67,1.47,1.6,11.23,60
6780,10,4,2.77,2.77,1.77,61.22,299
6788,4,10,1.54,1.5,2.5,43.05,398
6793,5,11,1.91,2.17,1.47,51.63,333
6802,4,12,1.3,1.6,2.14,30.89,288
6810,5,6,1.67,2.27,1.14,37.68,155
6811,5,3,2.07,1.94,1.37,96.13,1688
6818,10,2,2.07,1.8,2.4,53.1,108
6824,5,10,2,2.04,1.77,75.36,399.99
6826,5,9,1.54,1.64,1.8,34.44,139.9
6829,6,8,1.1,1,1,0,57.5
6833,5,10,1.64,1.7,1.64,40.85,199.99
6843,4,11,1.47,1.57,2.64,36.77,450
6859,5,9,1.6,1.94,1.97,44.98,222
6862,12,0,2.44,1.44,2.44,72.44,100
6866,10,2,1.97,1.84,1.87,44.46,88
6871,8,2,1.57,1.5,1.57,6.99,90
6878,5,4,1.67,1.47,1.17,40.36,287.8
6880,5,9,2.41,2.81,1.57,67.13,549
6895,5,5,1.88,1.88,2.08,60.73,300
6897,9,0,1.5,1.7,1.2,0,18
6902,7,9,2.17,2.58,1.5,56,350
6910,5,7,1.4,1.67,1.67,18.84,169
6920,9,3,1,1.2,1.2,2.69,24
6924,2,14,1.91,1.91,1.78,54.23,1288
6931,4,12,1,1.74,1.77,38.7,220
6935,8,7,1.62,2.15,1.62,59.58,128
6959,9,1,1.7,2.07,1.67,41.91,60
6971,5,12,1.6,1.74,2.61,36.75,189
6982,5,6,1.65,1.47,1.44,42.92,199
6986,10,1,2.62,2.62,2.62,69.27,999
6994,5,11,2.54,1.91,2.51,83.25,749.66
7007,5,6,2.15,1.47,2.15,64.91,599.99
7017,8,4,2.11,1.44,2.28,59.62,250
7019,19,0,1.1,2.07,1.4,5.94,30
7036,5,0,1.17,1.67,1.87,17.26,600
7050,7,3,1.2,1.3,1.1,0,150
7062,8,3,1.85,2.06,2.22,48.4,166.66
7083,5,7,1.81,1.77,1.77,40.62,280
7100,5,11,1.47,2.27,1.17,15.17,135
7103,5,9,2.33,1.28,2.28,68.25,498
7104,5,1,1.1,1.3,1,0,150
7107,5,4,2.04,2.07,2.41,44.72,666
7115,10,1,2.24,1.94,1.97,49.24,135
7141,7,9,2.11,1.81,2.11,64.57,358.88
7142,6,0,1.9,1.7,1.3,1.36,338
7150,5,6,1.7,2.44,1.4,40.08,280
7157,5,10,1.99,1.99,1.37,43.12,450
7158,5,10,1.5,2.09,1.14,51.25,218
7167,5,5,2.04,1.37,2.04,83,599
7170,4,8,2.36,1.76,2.33,49.86,888
7176,5,11,1.84,2.17,1.2,41,149
7177,5,11,2.14,2.14,2.37,51.13,688.99
7190,5,9,1.57,1.54,3.58,57.14,1299
7191,5,6,2.17,1.57,2.27,36.54,399
7194,5,9,1.2,2.27,1.52,36.76,280
7196,5,6,1.44,2.29,1.44,40.22,199
7203,5,9,2.99,2.04,2.64,76.63,888
7204,5,5,1.4,1.2,1.1,0,90
7215,5,0,1.87,1.57,1.57,56.07,428
7217,5,10,2.04,1.64,2.07,39.05,299
7218,5,10,1.37,1.37,2.07,48.98,366.98
7222,5,10,2.82,1.8,2.17,107.12,2699
7224,5,4,1.2,1.1,1.1,0,95.38
7231,5,2,2.27,1.3,1.4,53.24,521
7237,5,9,1.8,1,1,73.23,199.79
7247,5,11,2.14,2.12,1.57,34.69,398.85
7248,5,7,1.14,2.14,1.84,18.22,189
7256,5,10,1.6,1.67,1.85,57.13,239
7258,2,13,1.86,1.86,1.07,71.26,999
7259,10,1,1.77,1.1,1.77,18.9,15
7263,5,11,1.47,1.99,2.39,48.34,488
7265,5,10,1,1.5,1.1,0,70
7280,5,5,3.09,2.59,1.97,73.99,569
7281,5,8,1.97,1.97,1,75.68,218
7289,5,9,1.96,2.52,1.96,67.75,777
7295,2,13,1.62,1.62,2.25,53.83,2900.33
7300,5,9,2.52,2.25,2.22,60.9,1999
7303,5,10,2.35,1.47,1.6,47.02,488
7304,5,11,1.57,2.47,1.72,51.45,488.01
7308,5,5,2.65,1.87,2.37,88.76,1681.07
7315,5,6,1.62,1.62,2.96,46.39,1300
7321,5,9,1.57,2.66,2.15,36.96,999
7322,5,12,3.44,1.67,3.44,63.99,2000
7323,5,5,3.04,2.22,2.02,83.09,666
7326,5,11,2.17,1.95,1.95,70.4,666
7328,4,7,2.32,1.95,2.32,72,1200
7340,5,7,1.97,1.77,1.17,54.87,260
7353,5,9,1.77,2.27,2.27,19.85,249
7355,5,0,1.7,1.57,2.62,32.2,488
7357,5,8,1.3,2.12,1.82,40.88,180
7358,5,5,1.5,1.35,2.55,38.43,304.44
7362,5,7,2.05,1.77,2.05,47.21,299
7363,5,7,2.05,2.05,2.07,70.75,666
7378,5,9,1.72,1.95,2.37,28.68,280
7400,5,10,2.22,1.07,2.22,61.87,666
7401,5,5,1.57,1.82,1.77,51.49,238
7406,5,9,1.4,2.25,2.25,46.09,349
7408,5,2,1.27,1.37,2.15,27.65,299.98
7414,6,1,1.92,2.94,2.94,53.45,666
7429,5,3,1.65,2.35,1.82,35.02,190
7441,5,8,1.37,1.35,1.5,32.71,128
7449,5,6,1,1.2,1.7,0,158.8
7452,30,0,1.5,1.7,1.5,0,200
7454,10,0,1.47,1.2,1.8,30.41,28
7457,5,6,2.12,2.12,1.67,65.2,500
7460,5,9,1.6,1.7,1.4,60.75,155
7461,5,11,2.35,1.95,1.9,92.79,1111
7476,2,13,1.3,1.3,1,71.13,1588
7482,5,11,1.95,1.25,1.9,35.8,308
7492,5,3,1.8,1,1,0,100.28
7494,5,0,1.95,1.32,2.9,55.89,550
7502,5,8,1.58,2.08,1.68,57.89,309
7504,5,10,1.25,2.55,1.2,13.59,77
7506,5,0,2.38,2.43,1.98,38.36,488
7527,3,4,2.23,2.03,1.85,61.25,6666
7528,9,4,1,1.8,1.5,1.75,20.89
7536,2,12,2.05,2.05,2.05,38.1,1500
7538,5,8,2.53,1.75,1.5,47.81,160
7544,5,8,1.25,2.5,1.58,41.96,299
7547,7,6,2.53,1.38,1.75,61.73,189
7556,5,8,1.6,1.48,2.18,56.07,238
7559,10,2,1.6,1.8,1.2,0,10.88
7562,2,13,1.43,1.43,2.15,41.09,1888
7582,5,12,2.2,1.53,1.58,84.39,499.66
7594,5,10,1.43,2.06,1.85,40.78,159
7597,5,1,1.28,1.7,2.05,31.29,169
7600,4,10,1,2.43,1,22.6,200
7612,5,10,1,1.3,1,8.81,90
7619,5,4,1.58,1.58,1.78,43.97,599
7655,2,12,2.43,2.43,2.43,75.51,8888
7679,5,8,1.5,1.95,1.2,16.37,80
7685,5,11,2.25,1.5,1.95,62.45,520
7688,9,7,2.25,1.4,1.6,41.7,20
7696,4,11,1.81,1.88,1.81,42.78,388.88
7710,5,4,1.1,1.4,1,0,95
7723,10,3,1.78,1.2,1.98,45.24,88
7739,5,8,2.09,2.26,2.26,55.53,599
12596,9,0,1.3,1.4,1,2.93,8.89
7747,10,1,1.5,1.5,1.5,56.77,288
7754,5,10,1.4,1.4,1.33,30.91,79.6
7754,5,10,1.4,1.4,1.33,30.91,79.6
7756,5,5,1.4,1.4,1.2,0,90.88
7760,10,1,1.4,1.4,1.6,2.49,100
7762,10,0,1.9,1.8,1.1,0,14.99
7773,5,10,1.78,1.8,1,54.19,149.66
7781,18,2,1.68,1.68,1.68,13.9,28
7790,10,0,1.6,1.58,1.8,13.88,36
7797,5,10,1.4,1.86,2.13,30.37,240
12758,9,3,1.2,1,1.1,0,8
7809,5,10,2.38,2.11,1.6,62.8,450
7819,12,2,1.4,1,1.1,6.69,6
7820,5,6,2.03,2.03,2.06,41.41,1288
7824,4,7,1.58,1.58,1.5,50.28,888
7825,2,13,1.1,1.48,1.6,33.91,3111.31
7833,4,12,2.46,1.4,1.96,67.69,799.77
7845,4,10,1.98,2.28,2.08,54.96,500
7868,5,11,1.4,1.98,1.18,56.32,135
14401,9,1,1,1.7,1.5,0,7.89
7875,5,10,2.18,1,1,93.85,498
7877,9,1,1.3,2.08,1.8,3.62,30
7881,9,0,1.6,1.7,1.2,0,38
7886,10,0,1,1.4,1.2,0,10
7890,8,3,1.7,1.1,1.2,4.74,25
7907,4,9,1.3,1.1,1.5,15.81,200
7916,2,12,1.88,2.86,1.88,53.63,1499
7923,10,0,1,1.2,1.3,0,20
15016,9,0,1.3,1.7,1.4,0,8.88
15671,9,0,1.4,1.2,1.7,0,6.87
7947,5,9,2.06,1.4,2.06,41.24,555.55
7965,5,8,1.34,1.38,2.3,27.97,218
7972,5,9,2.48,2.08,1.88,88.6,555
7980,3,13,1.88,2.04,2.36,41.88,987
7985,4,10,2.08,1.4,1.3,30.77,399
7993,5,11,1.18,1.88,2.16,43.91,155
7995,10,0,1.1,1.6,1.2,0.88,30
7996,4,4,2.74,2.16,2.16,89.58,1488
8002,5,11,1.24,1.94,1.94,28.49,199
8009,5,9,2.26,2.42,2.12,53.57,555
8013,4,12,1.1,1,1.2,5.28,137.96
8014,5,5,1.9,1.28,1.9,38.04,499
8028,10,3,1.2,1.2,1.56,29.78,25
8055,12,2,1.8,1.7,1,0,10
8069,9,0,1.48,1.48,1.5,6.51,158
8071,7,9,2.64,1.78,1.64,98.32,499
8074,4,7,1.78,1.44,1.44,51.7,566
8081,15,0,1,1.2,1.1,0,5
8083,5,10,3.07,3,3,92.98,2889
8091,10,7,2.04,1.58,1.2,15.79,10
8136,5,11,1.71,2.16,1.69,25.85,188
8149,5,11,1.76,2.16,1.58,30,188.88
8189,8,1,1.48,1.48,1,4.73,38
8191,2,13,2.47,1.25,2.23,75.21,3288
8196,10,0,1,1.7,1.8,2.82,12
8201,11,0,1.58,1.9,1.8,2.55,13.9
8220,4,12,1.08,1.98,1.66,13.31,148
8224,31,2,1.8,1.7,1.3,0,50
8238,5,10,1.45,2.15,1.43,47.14,288
8247,17,3,2.95,1.96,1.8,109.94,2018.18
8249,5,11,2.45,2.15,1.91,57.99,469.66
8257,4,9,2.43,2.43,2.43,36.94,1500
8258,5,10,1,1.1,1.2,0,200
8261,4,7,1.1,1.4,1.3,0,218
8269,5,9,1.67,1.95,1.25,40.28,198
8277,8,6,2.53,1.53,1.48,31.46,80
8278,10,2,1.18,1.18,1.9,17.33,50
8289,5,11,2.11,1.18,2.11,45.31,550
8307,10,3,1.58,1.4,1.5,5.31,68
8311,6,4,1.7,1.9,2.28,73.92,700
8325,10,0,1.5,1.4,1.7,0,50
8339,2,13,1.47,2.45,1.47,42.29,1444
8340,17,0,1.5,1.78,1.68,15.75,25
8347,5,11,1.75,1.68,1.68,40.78,180
8353,3,12,1.6,1.1,2.65,33.09,810.2
8385,5,8,2.08,1,1.68,65.9,500
8386,10,2,1.5,1.3,1.4,0,10
8392,7,1,1.2,1.7,1.3,0,68
8395,8,1,1.8,1.7,1.8,0,889
8406,7,4,2.17,1.7,1.9,46.57,169.96
8416,10,4,1.87,2.38,1.8,38.91,58
8421,9,0,2.38,2.47,2.47,69.09,288
8425,5,10,2.15,1.88,2.08,55.22,499.99
8427,9,0,2.28,1.1,2.28,55.31,259
8429,13,5,1.2,1.7,1.48,1.01,2
8432,4,10,1.4,1,1.4,34.07,330
8434,10,1,1.58,1.7,1.9,28.35,20
8435,4,12,1.8,1.98,1.98,78.46,1688
8442,2,11,1.57,1.88,1.57,37.98,1388
8443,5,6,1.44,1.34,1.45,26.66,89
8444,5,9,1.88,1.57,2.07,60.16,549
8445,8,3,1.58,1.6,1.3,9.67,12.55
8462,1,14,2.28,1.68,1.5,66.46,7100
8465,22,2,1.08,1.4,1.3,2.85,5
8466,10,2,1.7,1.1,1.2,0,66
8474,5,9,1,1,1.4,25.08,79
8478,19,4,1.6,1.4,1.8,18.47,5
8480,8,2,1.3,1.5,2.38,18.91,75.55
8487,8,6,1.4,1,1.2,0,18.65
8495,5,10,1.47,1.47,2.47,35.51,199
8498,5,3,1,1.5,1.38,3.7,140
8499,22,0,1.98,1.88,1.97,29.31,28.88
8511,7,3,1.94,1.99,1.96,23.33,128
8550,6,7,1.67,2.07,2.03,16.67,135.21
8561,5,5,2.07,1.47,2.07,62.39,688
8562,6,1,1.17,1.9,1.19,11.85,135
8565,10,2,1.4,1.5,1.7,9.4,20
8577,6,0,1.19,1.19,1.59,23.21,160
8578,2,13,1,2.39,1.79,24.29,1888.88
8583,10,1,1.76,1.2,1.2,24.53,89
8586,5,12,2.17,1.9,2.17,51.51,299
8595,5,11,1.99,1.49,3.06,48.46,666.65
8596,5,5,1.47,1.47,1,27.08,140
8600,4,10,1.89,1.79,1.09,93.94,1666.27
8601,10,1,1.6,1.4,1.9,0,50
8604,2,13,1.46,1.46,2.14,43.88,1350
8616,9,0,1.1,1.8,1.5,0,29
8617,2,13,1.67,2.57,1.67,44.49,868.72
8619,5,9,2.06,1.69,2.07,48.56,288.88
8631,5,1,2.09,2.17,2.17,59.05,980
8638,5,10,1.69,1.69,2.39,60.32,397
8642,10,1,1.7,2.26,1.7,42.67,38
8643,18,1,1.1,1.2,1.1,3.15,10
8648,5,4,1.96,1.97,1.69,46.63,500
8653,5,5,1.1,3.15,1.09,28.37,230
8657,5,10,1.97,2.95,1.97,79.36,788
8691,10,2,1.5,1.19,1.5,4.11,11
8692,22,0,1.2,1.7,1.5,0,50
8695,6,10,1.89,1.1,1.69,38.56,150
8701,20,0,1.4,1.1,1,0,10
8712,4,12,1.79,1.57,1.57,48.31,399
8713,11,3,1.7,1.39,1.99,58.57,300
8737,4,12,1.89,2.37,1.89,55.09,800
8742,5,3,1.35,1.69,1.69,34.11,499
8747,5,9,2.09,2.19,2.19,89.21,1599
8748,5,10,2.46,1.1,1.5,71.57,488
8750,5,2,1.95,1.49,1.57,44.66,320
8758,20,0,1.5,1.59,1.5,11.44,8
8775,5,8,1.2,1.99,1.99,15.16,158
8776,26,0,1.8,1.3,2.19,5.18,25
8795,10,0,1,1.7,1.9,8.64,25
8798,9,0,1.3,1.29,1.69,13.72,42
8802,5,11,1,2.66,1.9,43.92,198
8803,5,6,1.86,1.88,1.1,39.9,250
8807,4,10,1.4,1.89,3.05,39.43,499
8814,5,0,1.38,2.09,1.89,19.02,500
8817,39,1,1.1,1.3,1.5,0,20
8823,5,2,2.68,1.88,2.74,83.88,1209
8825,8,2,1,1.5,1.2,0,58.88
8828,5,10,1.5,2.66,2.58,34.77,666
8834,8,0,1.85,1.85,1.85,62.9,288
8837,2,12,2.15,1.1,1,77.9,1111
8843,8,1,1.4,1.79,1,4.04,48
8847,9,0,1.1,1.4,1.6,0,19
8856,4,12,1.48,1.48,1.4,36.63,400
8860,17,1,1.69,1.3,1.69,10.88,366
8863,5,10,1.4,1.2,1.4,0,199.99
8864,5,1,2.19,1,1,16.42,98.88
8887,2,13,1.59,2.09,2.29,32.27,1088
8892,2,13,1.57,1.78,2.43,35,899.44
8900,5,2,1.9,1.4,1.59,55.75,368
8905,2,13,1.66,1.88,1.29,32.54,1280
8914,5,11,1.8,2.28,1.1,26.41,88
8915,2,13,2.07,2.07,1.79,65.58,1555
8924,12,1,1.4,1.89,1.9,1.25,28.8
8925,5,0,1.9,1.89,1.6,82.23,888
8936,3,1,1.98,2.88,1.89,93.4,3350
8942,4,11,2.16,1.39,1.39,53.85,300
16947,9,0,1.2,1.6,1.2,0,9
8960,4,11,1.6,2.17,1.59,43.64,288
8960,4,11,1.6,2.17,1.59,43.64,288
8966,20,0,1.2,1.2,1.9,1.08,18.88
8967,9,6,1.57,1.79,1.99,45.36,100
8971,8,9,2.57,2.19,2.17,65.02,349.66
